id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Police Women Passion Deo,43994.jpg
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,17278.jpg
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Mark Taylor Men Printed Maroon T-shirt,31588.jpg
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Vans Men Maroon & Grey Era Shoes,49492.jpg
18230,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,18230.jpg
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt,23871.jpg
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts,9667.jpg
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,Puma Men Poly Knitted Black Tracksuit,16198.jpg
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's Red Peace T-shirt,3953.jpg
29745,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Quartz Black Dial Chronograph Watch JR1303,29745.jpg
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,W Women Printed Black Kurta,28697.jpg
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants,12538.jpg
8587,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt,8587.jpg
42248,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Sepia Women Pink Top,42248.jpg
48772,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,48772.jpg
17876,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Levis Men Comfort Style Grey Innerwear Vest,17876.jpg
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,30668.jpg
9455,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red Striped Shirt,9455.jpg
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant,18002.jpg
44983,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Watch,44983.jpg
38405,Women,Accessories,Belts,Belts,White,Summer,2012.0,Casual,Baggit Women White Capri Taj Belt,38405.jpg
53934,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag,53934.jpg
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010.0,Sports,Nabaiji Swimming Goggles Blue Black,1638.jpg
25188,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag,25188.jpg
24866,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Reid & Taylor Men Formal Black Belt,24866.jpg
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings,53108.jpg
21528,Women,Accessories,Bags,Handbags,Copper,Winter,2015.0,Casual,Kiara Women Sequins Copper Handbag,21528.jpg
59432,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Spice Art Women Black Handbag,59432.jpg
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts,32903.jpg
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt,6079.jpg
12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Sports White Sports Shoes,12960.jpg
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,29321.jpg
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2011.0,Casual,Buckaroo Men loma Tan Casual Shoes,9031.jpg
6845,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,2011.0,Casual,Timberland Unisex Hiker Round Lace Shoe Accessories,6845.jpg
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Reebok Reebounce Women Perfumes,18466.jpg
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Woman Blue Shirt,26369.jpg
33489,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt,33489.jpg
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Carlton London Women Blue & Cream Shoes,59056.jpg
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Lobato Black Casual Shoes,15379.jpg
45409,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals,45409.jpg
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts,56822.jpg
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocky S Women Beige Handbag,58184.jpg
40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,40947.jpg
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans,39381.jpg
15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Turtle Solid Men Red Shirt,15977.jpg
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013.0,Casual,Music Men Printed Blue T-shirt,32769.jpg
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts,10439.jpg
59264,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Watch,59264.jpg
14099,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Flying Machine Women Solid Pink Tops,14099.jpg
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt,1852.jpg
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt,30802.jpg
51009,Women,Apparel,Innerwear,Bra,Rose,Summer,2017.0,Casual,Enamor Rose Full Figure Bra FF07,51009.jpg
29113,Women,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Women Pack of 3 Socks,29113.jpg
7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Black Formal Shoe,7399.jpg
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Check Navy Blue Top,26967.jpg
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Aneri Women Jazz Brown Kurta,27089.jpg
48124,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Women Brown Huarache Weave Belt,48124.jpg
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Axis XT Black Shoes,9203.jpg
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Bwitch Red Lace  Briefs,51835.jpg
3739,Men,Accessories,Headwear,Caps,Blue,Fall,2010.0,Sports,ADIDAS Men Delhi Daredevil Blue Cap,3739.jpg
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,19786.jpg
44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Aquil II Sports Shoes,44948.jpg
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt,24091.jpg
57563,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,,Lotus Herbals Pure Colours Nutty Brown Lipstick 666,57563.jpg
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Mother Earth Women Pink Kurta,33026.jpg
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink T-shirt,41406.jpg
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,11376.jpg
25143,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Lino Perros Women Silver Clutch,25143.jpg
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Nike Fragrances Women Sensual Touch Perfume and Deo Set,44174.jpg
5253,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015.0,Casual,Wildcraft Unisex Black & Grey Duffel Bag,5253.jpg
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Baggit Women Tijori Viva Brown Wallet,20431.jpg
14604,Men,Accessories,Socks,Socks,Green,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Green Socks,14604.jpg
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt,4381.jpg
46623,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Nike Unisex Ultimatum Max Backpack,46623.jpg
19927,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,ADIDAS Men Receptor Grey Sandals,19927.jpg
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's Smash Pink T-shirt,7504.jpg
22366,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men New Tiger White T-Shirt,22366.jpg
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Spalding Men's Black and White Graphic Flip Flop,3998.jpg
51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH216-C2,51694.jpg
16153,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes,16153.jpg
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,2015.0,Casual,Lino Perros Women Denim Blue Wallet,17081.jpg
50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes,50746.jpg
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants,34203.jpg
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019.0,Casual,Lakme 9to5 Flawless Makeup Marble Foundation,55234.jpg
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts,13421.jpg
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,27614.jpg
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men Black Formal Shoes,22154.jpg
16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt,16361.jpg
46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Sweatshirt,46411.jpg
7736,Men,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,Puma Men Ferrari Lifestyle Red Cap,7736.jpg
34031,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Check Blue Shirt,34031.jpg
50574,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016.0,Casual,Chromozome Men Pack of Two Trunks,50574.jpg
22968,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,U.S. Polo Assn. Unisex Casual Olive Backpack,22968.jpg
3396,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Turquoise Blue Handbag,3396.jpg
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt,31543.jpg
55006,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017.0,,Lakme Sheer Satin Lip Gloss 51,55006.jpg
19329,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Puma Men Standpunkt Brown Casual Shoes,19329.jpg
13613,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Hanes Men Sleeveless V Neck Red Innerwear T-shirt,13613.jpg
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,27426.jpg
2244,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,ADIDAS Women's Black T-shirt,2244.jpg
43163,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Dial Watch,43163.jpg
33214,Women,Apparel,Topwear,Tunics,Black,Summer,2012.0,Casual,Sepia Women Printed Black & Green Tunic,33214.jpg
10096,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Reebok Women Reeflex Run Blue Sports Shoes,10096.jpg
11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts,11144.jpg
25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016.0,Casual,Levis Men Maroon Innerwear Vest,25371.jpg
20603,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Selection Mayur Black Sling Bag,20603.jpg
58719,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,ALayna Women Off White  Kurta,58719.jpg
11978,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2012.0,Casual,FILA Men Aruba Navy Blue Sandal,11978.jpg
36766,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Watch,36766.jpg
45294,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO SHEEN Women Black Dial Watch SX041,45294.jpg
52223,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012.0,Casual,Lencia White Swarovski Pearl Necklace,52223.jpg
34455,Women,Footwear,Shoes,Heels,Black,Spring,2013.0,Formal,Rocia Women Black Shoes,34455.jpg
6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men's Making Light Pink T-shirt,6280.jpg
46075,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Lino Perros Men Black Leather Belt,46075.jpg
35587,Men,Footwear,Sandal,Sandals,Brown,Summer,2013.0,Casual,Gliders Men Brown Leather Sandals,35587.jpg
7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men's Whatever Purple T-shirt,7352.jpg
27042,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Yelloe Black Animal Print Clutch,27042.jpg
2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's Colors Team India T-shirt,2620.jpg
43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,French Connection Men Maroon T-shirt,43507.jpg
28836,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,BIBA Women Printed Multi Coloured Kurta,28836.jpg
31127,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Dress,31127.jpg
26190,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,4711 Kolnisch Wasser Men Perfume,26190.jpg
55462,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Revlon Super Lustrous Plum Baby Lipstick 313,55462.jpg
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,11520.jpg
25715,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Unisex Blue Cap,25715.jpg
41250,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Arrow Men Black & Brown Reversible Belt,41250.jpg
40382,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Pink Top,40382.jpg
38298,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Reid & Taylor Men Brown Wallet,38298.jpg
57335,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Bra BCSO01,57335.jpg
52647,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Mod'acc Women Black Handbag,52647.jpg
20267,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,20267.jpg
14052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Flying Machine Men Solid White Shirts,14052.jpg
53795,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,53795.jpg
44722,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Lotto Women Red & Orange Disco Holic Flip Flops,44722.jpg
5405,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Kalenji Ekiden Comfort Prime 2011,5405.jpg
39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Brown Printed Kurta,39178.jpg
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts,32590.jpg
11712,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Lee Men Solid Blue Shirts,11712.jpg
25527,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Stella Green Shirt,25527.jpg
57107,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Elle Women Green Essentials Top,57107.jpg
20869,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Fila Men Camper Brown Sandals,20869.jpg
33442,Women,Accessories,Bags,Handbags,Teal,Winter,2016.0,Casual,Baggit Women Rade Doko Teal Handbag,33442.jpg
58973,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Colour Me Women Pink Perfume,58973.jpg
52475,Women,Apparel,Loungewear and Nightwear,Bath Robe,White,Winter,2015.0,,Red Rose White & Red Dot Print Bath Robe,52475.jpg
39944,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,GAS Men Grey Namib Shoes,39944.jpg
21187,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2011.0,Casual,ADIDAS Men Plugged In Yellow Flip Flops,21187.jpg
36130,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Dunk High Grey Shoes,36130.jpg
44510,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Black Shoes,44510.jpg
20055,Women,Accessories,Mufflers,Mufflers,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Grey Muffler,20055.jpg
50322,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurta,50322.jpg
28238,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Park Avenue Men Cruise Deo,28238.jpg
13879,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,13879.jpg
47395,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Handbag,47395.jpg
46247,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Fusion Beats Women Dark Pink Tunic,46247.jpg
7160,Women,Apparel,Topwear,Tunics,Purple,Fall,2011.0,Casual,Scullers For Her Women Fashion Summer Lite Aubergine Tunics,7160.jpg
22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Nike Women Beige Dunk High Casual Shoes,22702.jpg
8914,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Future Cat Remix SF White Sports Shoes,8914.jpg
16537,Men,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Probase Men Check Blue Cap,16537.jpg
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles,43735.jpg
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Sandals,13045.jpg
27270,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Printed Maroon Kurta,27270.jpg
12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,2013.0,Casual,Basics Men Orange Polo T-shirt,12197.jpg
55650,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi-coloured Heels,55650.jpg
31315,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Brown Kurta,31315.jpg
6274,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Women's Crystal Benetton Green T-shirt,6274.jpg
47153,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Capris,47153.jpg
17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant,17623.jpg
48927,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring,48927.jpg
51036,Women,Apparel,Loungewear and Nightwear,Nightdress,Lime Green,Summer,2017.0,Casual,Enamor Women Lavender Nightdress,51036.jpg
26958,Women,Apparel,Topwear,Shirts,Teal,Summer,2012.0,Casual,Jealous 21 Women Teal Shirt,26958.jpg
46081,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue Benton Sandals,46081.jpg
35573,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,Gliders Men Esquire Blue Flip Flops,35573.jpg
13283,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,13283.jpg
54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Pace Sports Shoes,54544.jpg
30001,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Aspen Women White Dial Watch,30001.jpg
29910,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12170JSB,29910.jpg
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,3706.jpg
26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,26164.jpg
55496,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Revlon ColorBurst Hot Pink Lip Gloss 10,55496.jpg
56213,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Gold Earrings,56213.jpg
15948,Men,Accessories,Ties,Ties,Burgundy,Fall,2011.0,Formal,Turtle Men Stripes Burgundy Ties,15948.jpg
40376,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Tokyo Talkies Women Yellow Top,40376.jpg
24633,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,ADIDAS Women Polka Pink Flip Flops,24633.jpg
10406,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Dresses,10406.jpg
4523,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Puma Men's Faas Blue White Silver Red Shoe,4523.jpg
45604,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Arrow Men Brown Formal Shoes,45604.jpg
15174,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2013.0,Casual,Arrow Men Yellow Polo T-shirt,15174.jpg
21341,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Pal Zileri Men Casual Steel Frame Sunglasses,21341.jpg
53761,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Green and Blue T-shirt,53761.jpg
37224,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,United Colors of Benetton Women Purple Shirt,37224.jpg
32564,Women,Apparel,Bottomwear,Trousers,Orange,Summer,2012.0,Casual,ONLY Women Orange Trousers,32564.jpg
56021,Women,Personal Care,Lips,Lipstick,Mauve,Spring,2017.0,Casual,Colorbar Soft Touch Venus Lipstick 034,56021.jpg
24401,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Printed Kurta,24401.jpg
10634,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012.0,Formal,Carlton London Men Black Oxford Wingtip Brogues,10634.jpg
40144,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pretty Blossom Pink Top,40144.jpg
58987,Women,Personal Care,Fragrance,Deodorant,Lavender,Spring,2017.0,Casual,Cavallini Women Deo,58987.jpg
59069,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,59069.jpg
15346,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Beed Black Tshirts,15346.jpg
52481,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Pink,Winter,2015.0,Casual,Red Rose Pink & Black Nightdress,52481.jpg
21173,Women,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,s.Oliver Women Grey Shirt,21173.jpg
4711,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Toronto Hand Black Watch,4711.jpg
40978,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys United Red T-shirt,40978.jpg
14294,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Tshirts,14294.jpg
17411,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Lotto Men Basketball Mid White Sports Shoe,17411.jpg
9832,Women,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Little Miss Women Printed Rust T-shirt,9832.jpg
23624,Girls,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Kids Girls White I love Shopping Top,23624.jpg
6046,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,UCB Men Logo Chest Green Shirt,6046.jpg
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,34693.jpg
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag,47361.jpg
7194,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's BFF Printed White Top,7194.jpg
51204,Women,Apparel,Innerwear,Bra,Peach,Summer,2017.0,Casual,Enamor Women Peach Bra,51204.jpg
30233,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes,30233.jpg
48329,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Pitaraa Women Purple Sling Bag,48329.jpg
18459,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,David Beckham Intimately Men Deos,18459.jpg
27284,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Dark Brown Kurta,27284.jpg
